uRaNuS,2750000000,3000000000,2880000000,planet
mErCuRy,46000000,70000000,57000000,planet
eArTh,147000000,152000000,150000000,planet
vEnUs,107000000,109000000,108000000,planet
mArS,205000000,249000000,228000000,planet
sAtUrN,1350000000,1510000000,1430000000,planet
jUpItEr,741000000,817000000,779000000,planet
nEpTuNe,4450000000,4550000000,4500000000,planet
pLuTo,4440000000,7380000000,5910000000,dwarf
